username,bio,followers,following,posts,account_age_days,has_profile_pic,has_url,is_fake
fwu32783940,Buy followers cheap! DM for prices!,19,2406,2,10,0,1,1
follow_me_437364,Adult content 🔞 Link below for more,2,299,6,17,0,1,1
penelopetorres87,🎓 NYU alum | Nurse | Denver,626,189,69,545,1,0,0
luca.johnson,Living life one fitness at a time 🏔️,231,209,17,774,1,0,0
naomi_jackson,Wanderlust 🌎 | fitness | skateboarding | London,603,194,25,2237,1,1,0
kennedysanchez,📸 music | Travel addict | Tokyo native,128,65,4,586,1,0,0
38k0hf36c0ox87czr7x,Follow 4 Follow! Like 4 Like! 💯💯💯,18,2207,7,13,0,1,1
ryanjackson17,Mom of 3 | photography | Coffee addict ☕,342,171,46,1548,1,0,0
bse13218126,Buy followers cheap! DM for prices!,20,3468,2,34,1,1,1
madison_thomas,Bookworm 📚 | baking | swimming | Introvert at heart,153,427,64,562,1,0,0
mvbr1615hqz,Free gift cards! Limited time offer! Click NOW!,14,2364,10,8,0,0,1
elijahnguyen4,🎵 Music lover | Marketing Lead | baking,70,304,208,861,0,0,0
mia_98,🎓 Columbia alum | Photographer | Chicago,241,536,58,680,1,0,0
the_zoey,📸 cooking | Travel addict | Berlin native,769,171,17,219,1,0,0
752e77dyvgdg,FREE followers! Click the link NOW!!!,1,50,19,43,0,0,1
lucasgarcia,"Teacher by day, gardening lover by night 🌙",1197,152,83,175,1,0,0
savannahscott,"Life is short, eat dessert first 🍰 | writing",59,303,61,220,1,0,0
free_bgqvz_218,Want to lose 20lbs fast?? DM me!!!,18,941,0,9,1,0,1
savannahperez,"Nurse by day, camping lover by night 🌙",489,55,40,1434,1,0,0
the_gabriel,🎓 MIT alum | Photographer | LA,208,490,255,575,1,0,0
follow_me_614282,Buy followers cheap! DM for prices!,16,1293,12,29,0,0,1
charlotte.perez,📍Dubai | painting & fitness | DM for collabs,80,92,27,583,1,1,0
xhthruu5e51h3wqa,CHEAP followers and likes! Best prices! DM!!!,23,4189,3,1,0,0,1
the_joshua,Data Analyst 💼 | Family first ❤️ | cooking,112,199,19,1408,1,1,0
julian.rodriguez.official,🎵 Music lover | Teacher | baking,56,345,33,673,1,0,0
olivia.thomas.official,📍LA | cooking & yoga | DM for collabs,541,168,59,695,1,0,0
follow_me_294641,Free gift cards! Limited time offer! Click NOW!,13,2047,4,53,1,1,1
the_daniel,📸 hiking | Travel addict | Berlin native,455,150,28,1104,1,0,0
aria_johnson,Fitness & wellness 💪 | skiing | San Francisco,106,493,18,1132,1,0,0
doh05653841,Follow 4 Follow! Like 4 Like! 💯💯💯,2,489,5,65,1,1,1
free_thfqy_295,Click link in bio for FREE money 💰💰💰,0,152,1,7,0,0,1
6motcg06xr3urm,....,12,861,3,45,1,1,1
uhz20996298,....,14,147,2,72,1,1,1
xuv41amisu1o67u6,CHEAP followers and likes! Best prices! DM!!!,41,266,0,7,0,1,1
real_mgtxwq6015,Buy followers cheap! DM for prices!,6,1010,0,15,0,1,1
carter_98,ambitious | cooking | fitness | San Francisco 📍,160,1094,71,298,1,1,0
dylanwalker,Doctor | skateboarding enthusiast | Living my best life ✨,578,734,6,2372,1,1,0
brooklynscott,Mom of 3 | running | Coffee addict ☕,361,182,24,842,1,1,0
asher.ramirez,chill | hiking | photography | London 📍,44,259,64,696,1,0,0
samuel.lee,📸 skateboarding | Travel addict | Austin native,125,148,51,792,1,0,0
the_madelyn,Doctor | swimming enthusiast | Living my best life ✨,68,40,29,1491,0,0,0
85zzhjy8gy39b,.,25,145,2,13,0,1,1
lucasallen87,Designer | travel enthusiast | Living my best life ✨,936,111,39,187,1,1,0
brfu4559yrz,Click link in bio for FREE money 💰💰💰,3,257,5,4,0,1,1
the_logan,"Entrepreneur by day, music lover by night 🌙",85,64,73,2157,1,1,0
follow_me_021670,Buy followers cheap! DM for prices!,16,69,1,57,1,0,1
free_uojww_256,Crypto millionaire 💎🙌 Join my course!,1,4484,1,9,0,1,1
elijahlopez,Accountant 💼 | Family first ❤️ | dance,12,122,22,497,1,0,0
eleanor.harris.official,Fitness & wellness 💪 | gardening | LA,3421,262,52,832,1,0,0
william_lopez,📍Barcelona | running & fitness | DM for collabs,1465,83,18,816,1,1,0
josephhernandez,Bookworm 📚 | hiking | baking | Introvert at heart,384,389,144,299,0,1,0
david.brown,Wanderlust 🌎 | hiking | dance | Chicago,1195,433,22,1762,1,1,0
7xfizme02toxou0y,Make $5000/day working from home! Link below 👇,0,1056,0,55,0,1,1
sarah.thompson.official,Dog parent 🐕 | Manager | painting fanatic,165,257,16,1769,1,1,0
real_ztlhmt2152,Make $5000/day working from home! Link below 👇,95,377,4,19,1,1,1
user930165,Free gift cards! Limited time offer! Click NOW!,13,124,0,40,1,1,1
follow_me_347511,CHEAP followers and likes! Best prices! DM!!!,58,131,1,3,1,1,1
the_avery,Dog parent 🐕 | Designer | music fanatic,766,192,52,1352,1,0,0
follow_me_921744,Follow me I follow back! F4F! 🔥🔥🔥,70,1416,1,40,0,1,1
the_layla,Wanderlust 🌎 | gaming | cooking | Portland,111,84,39,121,0,0,0
kennedy_martin,Bookworm 📚 | baking | cooking | Introvert at heart,82,150,172,676,1,0,0
follow_me_167345,FREE followers! Click the link NOW!!!,36,50,4,12,1,1,1
ymql2250ucc,DM me for exclusive offers!!!,54,94,3,29,0,1,1
theodorewright,"Life is short, eat dessert first 🍰 | gaming",13,32,16,807,1,1,0
grayson_97,📸 photography | Travel addict | Toronto native,138,228,71,329,1,0,0
follow_me_873468,Crypto millionaire 💎🙌 Join my course!,62,6155,1,14,0,0,1
follow_me_162989,Click link in bio for FREE money 💰💰💰,10,125,0,37,1,1,1
free_vbdzs_486,Click link in bio for FREE money 💰💰💰,6,603,1,111,0,1,1
jacob.nguyen,Fitness & wellness 💪 | cycling | Miami,152,455,59,892,1,0,0
vea29705497,Click link in bio for FREE money 💰💰💰,51,773,4,26,0,1,1
nbpavajimmnstouif,Buy followers cheap! DM for prices!,0,1943,4,7,1,0,1
user592491,Free gift cards! Limited time offer! Click NOW!,10,1788,0,7,1,0,1
user312149,FREE followers! Click the link NOW!!!,7,421,1,53,0,1,1
follow_me_052007,Want to lose 20lbs fast?? DM me!!!,0,574,1,17,1,1,1
aria.lopez.official,Writer 💼 | Family first ❤️ | skiing,230,152,95,1576,1,0,0
free_eexjx_105,DM me for exclusive offers!!!,84,1234,0,16,0,0,1
87knufbhgp5c,CHEAP followers and likes! Best prices! DM!!!,3,450,8,12,0,0,1
the_aurora,Dreamer & doer ✨ | photography | Austin,268,278,76,295,1,0,0
isabellathomas48,🎵 Music lover | Entrepreneur | travel,504,144,78,282,1,0,0
udrt7616hpg,Buy followers cheap! DM for prices!,38,182,2,76,0,1,1
michael.king,"Marketing Lead by day, yoga lover by night 🌙",10,115,64,197,1,0,0
charlotte_97,Dog parent 🐕 | Designer | cycling fanatic,530,37,17,701,1,0,0
zfpc4585ayg,Adult content 🔞 Link below for more,56,77,6,1,0,1,1
andrew.white,📸 skateboarding | Travel addict | LA native,2335,12,122,542,1,0,0
noahyoung,📸 surfing | Travel addict | Boston native,182,168,31,540,1,0,0
the_joseph,Living life one skateboarding at a time 🏔️,2307,348,30,160,1,0,0
user272420,FREE followers! Click the link NOW!!!,16,67,0,61,0,1,1
nxpx5587acn,,16,4386,0,57,0,1,1
caroline_90,Fitness & wellness 💪 | skateboarding | Miami,87,919,52,3820,1,0,0
ifhl1147ttx,.,33,184,1,78,0,0,1
xu1qp2wnv2mk48j4,FREE followers! Click the link NOW!!!,42,239,0,55,1,1,1
harper_perez,Just a curious soul exploring the world 🌍 | camping,459,76,153,616,1,0,0
real_efpiig1206,,10,385,6,32,1,0,1
6b3odf76img7z,Make $5000/day working from home! Link below 👇,17,445,0,25,0,1,1
violetanderson96,📍Seattle | painting & cooking | DM for collabs,88,83,89,310,1,1,0
naomitorres,Dreamer & doer ✨ | cooking | Seattle,2804,1666,27,3051,1,0,0
bjrbzjw83579wrr5,,11,50,0,9,0,0,1
rvjm6647cok,Crypto millionaire 💎🙌 Join my course!,14,300,3,12,0,0,1
xxdmnnvum2eni8wx,,6,144,0,12,1,1,1
zoey.wright,"Life is short, eat dessert first 🍰 | camping",157,170,59,1221,1,0,0
ashersmith,Doctor | swimming enthusiast | Living my best life ✨,559,282,12,921,1,0,0
dylan_91,Dreamer & doer ✨ | painting | Austin,3153,161,21,218,1,0,0
ubi57963470,.,1,75,1,2,0,1,1
julian_white,"Nurse by day, meditation lover by night 🌙",356,143,16,1324,1,0,0
david_96,Fitness & wellness 💪 | meditation | Miami,121,67,5,735,1,0,0
aaliyah_94,Marketing Lead 💼 | Family first ❤️ | yoga,52,291,24,1424,1,0,0
kennedy_williams,Photographer 💼 | Family first ❤️ | gaming,2437,298,6,345,1,0,0
hazelthompson,Fitness & wellness 💪 | cooking | Barcelona,135,216,144,271,1,0,0
brooklyn.young.official,Mom of 1 | cooking | Coffee addict ☕,25,519,9,1119,1,1,0
kennedy_90,Mom of 1 | dance | Coffee addict ☕,3633,86,241,328,1,1,0
xvbm0yx6x3b9kyhk,Click link in bio for FREE money 💰💰💰,64,91,1,27,0,1,1
xjmp6o6f7n2elmv5,FREE followers! Click the link NOW!!!,35,7053,9,30,0,1,1
free_qmnzc_799,FREE followers! Click the link NOW!!!,11,1091,3,43,0,1,1
rileygonzalez,Nurse 💼 | Family first ❤️ | hiking,43,197,1,861,1,0,0
mxz13154779,Click link in bio for FREE money 💰💰💰,14,268,2,9,0,1,1
maya.sanchez.official,Wanderlust 🌎 | swimming | reading | NYC,264,215,44,758,1,0,0
real_axhnjg0740,Make $5000/day working from home! Link below 👇,63,191,0,26,0,0,1
rubyanderson,"Life is short, eat dessert first 🍰 | skateboarding",1292,273,24,1105,1,0,0
penelope_rodriguez,🎓 Oxford alum | Doctor | NYC,227,150,21,1277,1,0,0
user335490,.,9,494,1,14,1,0,1
ethan.white,🎓 Columbia alum | Doctor | Berlin,73,111,10,396,1,0,0
xtv53361445,,15,241,2,1,0,0,1
riley.thompson.official,"Life is short, eat dessert first 🍰 | photography",319,756,5,116,1,1,0
wyiq9371vwt,Adult content 🔞 Link below for more,7,532,0,25,0,1,1
free_weoxw_613,....,11,50,8,7,0,1,1
the_adrian,Just a creative soul exploring the world 🌍 | baking,47,67,10,808,1,0,0
ropb7522nlv,CHEAP followers and likes! Best prices! DM!!!,13,3921,0,56,0,0,1
free_mhrym_783,Buy followers cheap! DM for prices!,6,851,0,12,0,1,1
fgx56443569,Want to lose 20lbs fast?? DM me!!!,21,145,6,68,0,1,1
tgpt3938vay,Make $5000/day working from home! Link below 👇,32,381,5,62,0,0,1
gdl1j2vwy8umnw6l4m1,,28,114,2,17,0,1,1
lily_93,🎵 Music lover | Software Engineer | running,131,187,37,225,1,0,0
the_david,Mom of 1 | swimming | Coffee addict ☕,91,116,3,1303,1,1,0
x5syj3d6m1fmpryf,CHEAP followers and likes! Best prices! DM!!!,36,456,16,79,1,1,1
g59mnbo3wz5i4ebo2j,I make $10k/week! Ask me how 💵💵💵,19,5266,0,1,1,0,1
follow_me_177416,Buy followers cheap! DM for prices!,26,91,9,152,0,0,1
penelope_93,Living life one surfing at a time 🏔️,49,471,538,711,0,0,0
the_sebastian,Fitness & wellness 💪 | travel | Portland,182,147,13,440,1,1,0
real_repuur1675,Crypto millionaire 💎🙌 Join my course!,7,268,0,30,0,1,1
jayden_davis,creative | gardening | gaming | Miami 📍,51,334,9,1614,0,1,0
free_brors_106,,47,596,0,3,1,1,1
penelope_lopez,Living life one running at a time 🏔️,30,149,118,863,0,0,0
the_christopher,📸 travel | Travel addict | Paris native,3153,630,30,637,1,0,0
oliviaharris87,"Designer by day, writing lover by night 🌙",77,104,92,3274,1,1,0
xdb5rr1v9npuqary,Invest in crypto NOW! Double your money! 🚀🚀🚀,3,50,1,48,0,0,1
s5mygkndr07vo,Follow me I follow back! F4F! 🔥🔥🔥,25,288,4,28,1,1,1
user263459,DM me for exclusive offers!!!,4,690,1,13,0,1,1
real_qmsogt2331,Want to lose 20lbs fast?? DM me!!!,10,273,4,17,0,1,1
real_jyzfjf5399,,32,1474,1,9,1,1,1
real_wfkzbr9417,Crypto millionaire 💎🙌 Join my course!,22,572,1,147,0,1,1
real_eokpwf5732,,13,62,8,11,1,1,1
audrey.jones.official,Living life one running at a time 🏔️,257,90,42,3202,1,0,0
follow_me_839992,FREE followers! Click the link NOW!!!,10,782,0,32,0,0,1
3kl0n4l6bp6ojc6on,Follow me I follow back! F4F! 🔥🔥🔥,2,932,7,2,0,1,1
graysonwhite60,Designer | cycling enthusiast | Living my best life ✨,357,161,42,715,1,0,0
the_chloe,Dreamer & doer ✨ | swimming | San Francisco,481,196,34,3190,1,0,0
paisleyflores,adventurous | swimming | writing | Barcelona 📍,502,13,705,424,1,0,0
zwrd9156aps,CHEAP followers and likes! Best prices! DM!!!,4,320,1,2,1,0,1
real_wpvuaf7084,Hot singles in your area 😍 DM NOW,31,6051,1,6,1,1,1
gmnj2938ycl,FREE followers! Click the link NOW!!!,25,6653,0,3,1,1,1
free_jtpvz_994,Crypto millionaire 💎🙌 Join my course!,52,114,1,44,0,0,1
julian.smith,"Life is short, eat dessert first 🍰 | painting",366,173,41,483,1,0,0
xyotos87mvz01sos,,31,457,0,6,1,1,1
follow_me_734159,I make $10k/week! Ask me how 💵💵💵,2,135,1,34,1,0,1
wyattwhite57,Creative mind | gardening | yoga | Let's connect!,73,154,53,505,1,0,0
sophia.jackson.official,Wanderlust 🌎 | hiking | cooking | Dubai,1011,73,8,1815,1,0,0
jaxonyoung81,Dog parent 🐕 | Doctor | hiking fanatic,569,94,18,217,1,1,0
rcpk7852kqq,FREE followers! Click the link NOW!!!,1,50,2,2,0,1,1
tyol7007uls,Invest in crypto NOW! Double your money! 🚀🚀🚀,12,88,5,11,1,0,1
ugv58294105,Invest in crypto NOW! Double your money! 🚀🚀🚀,7,317,3,1,0,0,1
benjamin_lopez,Spreading positivity ☀️ | Accountant | writing,23,411,55,411,1,0,0
real_lubsdd7001,DM me for exclusive offers!!!,1,396,2,58,1,0,1
x6w0p1z00v3sfavy,Follow 4 Follow! Like 4 Like! 💯💯💯,26,279,0,10,0,1,1
xw4emm9vasjevt,,13,539,2,41,1,0,1
rfqc9004bne,Buy followers cheap! DM for prices!,6,82,3,36,1,1,1
real_csneov6962,.,14,254,1,40,0,1,1
user849894,Adult content 🔞 Link below for more,55,248,3,52,0,1,1
the_caroline,Dog parent 🐕 | Accountant | dance fanatic,48,152,53,724,1,0,0
jqn97060925,Follow 4 Follow! Like 4 Like! 💯💯💯,39,139,5,12,1,1,1
aqkdm0oapht6o6a1j,,25,124,1,81,0,0,1
user929389,Crypto millionaire 💎🙌 Join my course!,5,3735,1,12,1,0,1
wyatt_lopez,Mom of 2 | skateboarding | Coffee addict ☕,1404,86,12,182,1,0,0
zoey.clark.official,Chef 💼 | Family first ❤️ | yoga,625,90,66,1034,1,0,0
alexanderlewis,Data Analyst 💼 | Family first ❤️ | painting,1247,106,87,314,1,1,0
bfp54573611,Follow me I follow back! F4F! 🔥🔥🔥,14,373,5,29,0,1,1
free_kwhpe_263,....,15,50,3,37,1,1,1
user270175,FREE followers! Click the link NOW!!!,8,479,2,16,0,0,1
real_sqhfdz2723,FREE followers! Click the link NOW!!!,43,311,2,1,0,1,1
grayson_moore,Chef 💼 | Family first ❤️ | fitness,5234,243,13,99,1,0,0
isabella.martin,Dreamer & doer ✨ | camping | Berlin,89,176,135,428,1,0,0
free_avafy_684,CHEAP followers and likes! Best prices! DM!!!,50,65,11,47,1,1,1
lunaramirez75,Bookworm 📚 | skateboarding | cycling | Introvert at heart,37,927,5,543,1,1,0
elenaflores47,Spreading positivity ☀️ | Artist | painting,157,99,305,411,1,0,0
christophersanchez26,🎵 Music lover | Consultant | cooking,3259,74,83,462,1,0,0
the_violet,"Life is short, eat dessert first 🍰 | writing",10,104,52,419,1,1,0
stella.king.official,Just a chill soul exploring the world 🌍 | yoga,327,106,59,1709,1,1,0
alice.walker.official,Wanderlust 🌎 | painting | music | London,98,380,47,3736,1,0,0
noah.lopez,Fitness & wellness 💪 | skiing | Dubai,292,334,9,685,1,1,0
zxqerbkn3dkvr5n,DM me for exclusive offers!!!,1,2095,0,70,0,1,1
real_mozeyl3067,Follow 4 Follow! Like 4 Like! 💯💯💯,10,186,8,13,1,0,1
free_bsggr_978,Invest in crypto NOW! Double your money! 🚀🚀🚀,6,697,3,23,0,0,1
user516226,CHEAP followers and likes! Best prices! DM!!!,10,225,9,34,0,0,1
xrxonbnpjdn2mifd,Crypto millionaire 💎🙌 Join my course!,2,92,1,13,0,0,1
daniel.miller.official,Dreamer & doer ✨ | running | Paris,39,223,3,1284,1,1,0
anna_lee,📍Tokyo | skateboarding & camping | DM for collabs,612,508,101,387,1,1,0
real_gccsql2962,,24,50,0,24,1,0,1
real_zopqkl9805,Follow 4 Follow! Like 4 Like! 💯💯💯,0,964,13,63,0,0,1
vwp36425601,Crypto millionaire 💎🙌 Join my course!,5,3580,0,8,1,1,1
joshuasanchez52,Spreading positivity ☀️ | Teacher | painting,10,338,95,892,1,1,0
carter_thomas,📍Berlin | cooking & photography | DM for collabs,45,247,7,360,1,0,0
brooklyn.perez.official,🎵 Music lover | Chef | skiing,971,114,9,1505,1,1,0
xnmvqltzqwdyvybs,Follow me I follow back! F4F! 🔥🔥🔥,28,71,2,40,0,1,1
4xz3mskzo3i9lliffc,.,13,85,7,17,0,1,1
real_biunul4214,Want to lose 20lbs fast?? DM me!!!,8,64,5,12,0,0,1
eleanorscott72,curious | music | photography | Berlin 📍,13,137,91,911,1,0,0
stella.taylor,🎵 Music lover | Writer | cooking,25,577,106,3549,1,1,0
free_fpbdq_609,Make $5000/day working from home! Link below 👇,136,50,0,61,1,1,1
x95g6mlv8jguz4e2,.,1,1502,1,17,0,1,1
carter.nguyen,📸 reading | Travel addict | Miami native,79149,320,129,1004,1,0,0
paisley.perez.official,Love yoga and running 🌟 | Seattle based,323,93,92,131,1,1,0
isaac_91,Just a ambitious soul exploring the world 🌍 | camping,153,251,7,1069,1,0,0
lily.hill.official,adventurous | hiking | gardening | Dubai 📍,288,57,51,430,1,0,0
loganjohnson,Dog parent 🐕 | Teacher | cycling fanatic,8482,82,6,1569,1,0,0
xaev0yu3u8iziibc,Adult content 🔞 Link below for more,7,2241,1,56,0,0,1
follow_me_470849,CHEAP followers and likes! Best prices! DM!!!,1,205,0,38,0,1,1
david_94,🎓 MIT alum | Teacher | Chicago,29,784,25,321,1,0,0
madelyn.nguyen,🎵 Music lover | Writer | fitness,203,114,27,1254,1,0,0
real_ohktry5482,Hot singles in your area 😍 DM NOW,48,1019,1,79,0,1,1
caroline_hill,Accountant | meditation enthusiast | Living my best life ✨,4209,141,13,1283,1,1,0
ffic1249tab,CHEAP followers and likes! Best prices! DM!!!,11,50,8,21,0,1,1
x672zfbqbk4y7zxd,Hot singles in your area 😍 DM NOW,5,2052,3,16,0,1,1
real_zjgnzx0316,Free gift cards! Limited time offer! Click NOW!,24,1097,0,40,0,1,1
user273133,.,10,756,1,63,1,1,1
vdg42689206,CHEAP followers and likes! Best prices! DM!!!,25,2474,2,66,0,0,1
follow_me_795948,Hot singles in your area 😍 DM NOW,31,694,0,11,1,0,1
charlotte.lopez,Data Analyst | surfing enthusiast | Living my best life ✨,422,440,19,244,1,1,0
jacob_sanchez,Chef 💼 | Family first ❤️ | swimming,372,80,55,651,1,1,0
layla_martin,Wanderlust 🌎 | music | photography | Seattle,699,101,38,334,1,0,0
william_91,chill | dance | reading | Berlin 📍,478,37,8,610,1,1,0
follow_me_672582,,32,373,1,8,0,1,1
vlpj3421olk,Crypto millionaire 💎🙌 Join my course!,4,732,7,5,1,1,1
michael_96,📍London | camping & running | DM for collabs,128,271,32,1478,1,1,0
sarah_lopez,Bookworm 📚 | photography | gaming | Introvert at heart,164,185,63,654,1,0,0
julian.brown.official,"Life is short, eat dessert first 🍰 | music",349,49,27,464,1,1,0
the_jacob,📸 meditation | Travel addict | Denver native,1219,87,51,2488,1,1,0
the_aaliyah,📍Chicago | meditation & skateboarding | DM for collabs,736,67,23,1157,1,0,0
audreyrodriguez,Creative mind | skiing | yoga | Let's connect!,50,412,10,976,1,0,0
free_ngrhx_524,I make $10k/week! Ask me how 💵💵💵,44,1128,0,20,0,1,1
real_odwupr5315,I make $10k/week! Ask me how 💵💵💵,13,247,1,48,0,1,1
ryanperez,Fitness & wellness 💪 | gardening | Paris,37,145,22,377,1,0,0
the_avery,"Life is short, eat dessert first 🍰 | surfing",155,122,40,407,1,0,0
auroramoore68,Just a adventurous soul exploring the world 🌍 | running,79,249,165,519,1,1,0
user857703,Adult content 🔞 Link below for more,8,494,3,19,1,1,1
leo.ramirez.official,🎵 Music lover | Nurse | baking,668,261,10,234,1,0,0
the_charlotte,Dreamer & doer ✨ | hiking | Seattle,220,361,14,541,1,1,0
real_jggpal3005,Make $5000/day working from home! Link below 👇,18,50,5,66,0,1,1
11kjalw563c36vfh3,Want to lose 20lbs fast?? DM me!!!,22,50,0,16,0,0,1
qhw24329778,FREE followers! Click the link NOW!!!,6,50,3,21,0,1,1
asher.ramirez.official,Wanderlust 🌎 | meditation | gaming | Dubai,179,333,39,307,1,1,0
mab01712874,I make $10k/week! Ask me how 💵💵💵,18,241,4,1,0,1,1
oliviawilliams,Living life one skiing at a time 🏔️,63,420,21,608,1,1,0
leviwilliams,Spreading positivity ☀️ | Chef | reading,44,148,32,1120,1,0,0
the_james,Living life one skateboarding at a time 🏔️,388,107,167,594,1,1,0
ymwr03v8675yovm,DM me for exclusive offers!!!,53,141,1,3,0,1,1
elijah.allen.official,Bookworm 📚 | yoga | surfing | Introvert at heart,732,183,10,252,1,1,0
zoey.johnson.official,📍Tokyo | baking & reading | DM for collabs,3144,230,751,851,1,0,0
xg6a8mlik22xmq66,,6,90,3,14,0,0,1
free_pegoc_215,,11,5539,0,19,0,1,1
5ginsavocirbkdn,Hot singles in your area 😍 DM NOW,10,69,7,62,0,1,1
jaydenlopez,Mom of 2 | dance | Coffee addict ☕,1678,661,63,861,1,0,0
anna_97,Mom of 2 | meditation | Coffee addict ☕,48,357,8,278,1,0,0
follow_me_029496,Follow 4 Follow! Like 4 Like! 💯💯💯,11,2315,2,23,0,1,1
yfcl3507asx,Follow me I follow back! F4F! 🔥🔥🔥,4,727,5,2,0,0,1
user714973,Follow 4 Follow! Like 4 Like! 💯💯💯,4,1077,1,6,1,1,1
apte7279fqy,Follow me I follow back! F4F! 🔥🔥🔥,1,6863,4,28,1,1,1
swnqmwmln2v5,,17,1435,2,1,0,1,1
real_jhrgzt8922,Buy followers cheap! DM for prices!,4,80,1,84,0,1,1
joshuathomas,🎓 Columbia alum | Doctor | Denver,10,179,40,1029,1,0,0
samuel.brown,🎵 Music lover | Doctor | music,176,415,2,863,1,0,0
violetyoung37,Dreamer & doer ✨ | writing | Barcelona,67,831,63,707,1,1,0
sophia_92,Love camping and swimming 🌟 | LA based,210,280,1,777,1,0,0
the_isabella,Mom of 1 | skiing | Coffee addict ☕,8849,22,75,775,1,1,0
audreywilliams,🎵 Music lover | Designer | painting,10,37,82,463,1,0,0
follow_me_298014,CHEAP followers and likes! Best prices! DM!!!,3,201,2,50,0,0,1
user156620,Invest in crypto NOW! Double your money! 🚀🚀🚀,22,50,3,3,0,0,1
follow_me_100546,Follow 4 Follow! Like 4 Like! 💯💯💯,14,74,6,33,1,0,1
elijah.torres,Creative mind | cooking | camping | Let's connect!,1347,254,10,264,1,0,0
hly88389430,Follow me I follow back! F4F! 🔥🔥🔥,0,745,0,54,1,0,1
isabellaallen83,Wanderlust 🌎 | photography | fitness | Toronto,516,773,104,678,1,0,0
mcpsiln3ox5fl2m,CHEAP followers and likes! Best prices! DM!!!,7,145,7,1,1,1,1
dylan_lee,Living life one photography at a time 🏔️,23,252,90,801,1,0,0
follow_me_339200,CHEAP followers and likes! Best prices! DM!!!,0,325,9,36,0,0,1
ashersanchez,Software Engineer 💼 | Family first ❤️ | skiing,329,1444,14,1908,1,0,0
user193513,Free gift cards! Limited time offer! Click NOW!,5,50,8,5,0,1,1
free_lvdhz_978,....,2,7500,1,1,0,0,1
jacob_lewis,Living life one dance at a time 🏔️,26091,406,11,1175,1,1,0
the_asher,Love swimming and surfing 🌟 | San Francisco based,276,286,189,369,1,0,0
uwy37160432,,6,188,1,8,0,1,1
czek6231mmz,....,58,628,3,125,0,1,1
piper_92,Just a happy soul exploring the world 🌍 | surfing,28,580,33,2106,1,1,0
savannah.thomas.official,Accountant | painting enthusiast | Living my best life ✨,2228,99,25,1340,1,1,0
owenrodriguez,Wanderlust 🌎 | travel | skateboarding | London,846,578,18,4471,1,1,0
gabrielnguyen,🎵 Music lover | Software Engineer | meditation,3970,163,7,2203,1,0,0
luke_96,Love hiking and surfing 🌟 | NYC based,11,577,22,1178,1,0,0
xoac7543jcv,FREE followers! Click the link NOW!!!,54,50,0,28,0,1,1
qpbz4120flc,,25,221,6,25,0,0,1
the_natalie,Living life one baking at a time 🏔️,218,26,32,817,1,1,0
audrey.garcia.official,📍NYC | skateboarding & skateboarding | DM for collabs,140,44,13,505,1,0,0
dylan_92,passionate | travel | swimming | London 📍,17,297,52,689,1,0,0
jack.taylor.official,Designer 💼 | Family first ❤️ | skiing,958,874,57,409,1,0,0
a70tgo5awlgi,,6,607,2,65,0,0,1
mia_young,"Life is short, eat dessert first 🍰 | skateboarding",1422,217,6,1130,0,0,0
rubylewis35,Living life one swimming at a time 🏔️,224,44,14,997,1,0,0
user281287,.,9,50,14,13,0,1,1
real_jsrbvw0300,.,15,282,0,49,0,0,1
oys42845594,....,29,4562,2,5,0,1,1
lukenguyen,"Marketing Lead by day, cooking lover by night 🌙",1921,77,58,1472,1,0,0
real_kumvdh1350,....,12,3244,6,13,1,1,1
piper_smith,Marketing Lead 💼 | Family first ❤️ | baking,237,243,44,137,1,1,0
liamramirez38,Bookworm 📚 | gaming | photography | Introvert at heart,10,390,42,744,1,0,0
the_james,Dog parent 🐕 | Photographer | running fanatic,595,273,50,408,1,0,0
follow_me_853651,Buy followers cheap! DM for prices!,1,1878,0,100,0,1,1
follow_me_458883,.,4,961,3,55,0,1,1
l12qfaf5kcihd,I make $10k/week! Ask me how 💵💵💵,0,1379,4,56,0,1,1
csqnbb4v57yz,Make $5000/day working from home! Link below 👇,7,197,6,116,1,1,1
aurora_jackson,Bookworm 📚 | hiking | skiing | Introvert at heart,55,77,148,834,1,0,0
rb188elnwoskazo,Follow me I follow back! F4F! 🔥🔥🔥,9,136,1,18,0,0,1
follow_me_101551,Make $5000/day working from home! Link below 👇,41,7500,1,34,0,0,1
zoeysanchez99,Mom of 3 | fitness | Coffee addict ☕,167,128,59,277,1,0,0
ned98572993,Click link in bio for FREE money 💰💰💰,3,50,0,74,1,1,1
elijah_miller,Love meditation and cooking 🌟 | Austin based,139,345,100,292,1,0,0
free_lphoa_262,FREE followers! Click the link NOW!!!,7,1692,6,5,0,0,1
madelyn.thompson,Spreading positivity ☀️ | Lawyer | baking,208,2551,5,458,1,0,0
caleb_lewis,Just a ambitious soul exploring the world 🌍 | swimming,27,226,116,249,1,0,0
follow_me_265773,DM me for exclusive offers!!!,23,128,0,28,0,1,1
real_iifumz4113,Adult content 🔞 Link below for more,1,267,6,54,1,1,1
sebastian_96,Wanderlust 🌎 | running | travel | San Francisco,769,38,15,341,1,0,0
ariasanchez88,Creative mind | surfing | yoga | Let's connect!,274,310,10,1039,1,0,0
follow_me_194700,,35,56,1,22,0,1,1
x05nms6xvqpu3et1,CHEAP followers and likes! Best prices! DM!!!,41,201,1,13,1,1,1
sophia_miller,"Life is short, eat dessert first 🍰 | cycling",86,88,96,245,1,0,0
